"TIME";"FARE_ID"
1;29
2;9
3;25
4;69
10;139
17;27
18;61
22;95
23;109
24;39
25;39
29;71
30;55
32;125
33;89
39;139
43;143
45;69
46;1
50;141
54;9
56;123
57;111
59;127
67;101
68;53
69;77
70;71
73;137
74;69
75;77
79;97
80;61
81;43
86;19
87;87
92;131
94;61
99;45
101;29
102;3
108;69
111;39
114;75
120;73
121;77
123;15
124;9
127;23
128;29
133;23
134;11
135;21
143;109
147;67
149;141
154;23
156;125
157;55
161;101
162;69
163;111
164;75
165;63
168;141
169;87
170;5
172;91
173;143
176;93
177;127
181;135
187;141
190;127
192;127
194;61
195;93
199;71
201;123
207;41
209;129
210;39
213;101
217;55
219;123
220;119
222;45
223;43
227;61
231;87
232;143
233;33
239;143
241;57
243;139
249;75
250;69
254;51
264;51
267;97
273;47
275;85
276;47
277;85
279;11
280;87
282;25
284;133
285;97
287;87
289;41
292;127
295;51
297;69
299;141
300;69
302;45
305;137
307;127
311;69
312;133
313;85
315;5
317;133
318;123
320;89
321;141
322;115
324;55
325;105
327;71
332;41
337;125
339;57
341;135
343;75
344;89
346;122
349;33
351;47
358;93
359;45
362;75
366;33
368;125
375;61
383;135
384;123
387;125
389;34
390;94
392;86
394;28
395;128
397;5
398;9
399;80
400;1
402;59
406;125
407;125
408;137
409;52
410;10
411;98
412;33
413;22
414;16
415;22
416;44
417;120
421;27
422;75
426;144
430;93
431;62
434;78
435;54
442;29
443;25
444;27
445;61
447;52
449;60
450;78
451;116
453;53
454;15
460;96
468;53
469;21
473;29
476;26
478;78
479;76
485;39
490;130
493;14
495;110
496;26
498;120
499;91
501;141
502;56
504;36
509;94
514;1
518;42
522;35
523;142
532;52
535;46
537;141
538;70
540;29
542;34
543;70
544;140
545;98
547;86
548;131
550;116
552;70
553;105
554;80
556;72
557;106
560;128
561;78
567;106
572;10
578;102
579;124
585;76
586;34
587;98
588;72
590;54
592;28
594;88
598;134
600;34
