"TIME";"FARE_ID"
1;33
4;39
10;53
11;133
12;27
13;97
15;101
19;1
23;101
24;101
25;133
27;59
28;89
29;23
30;37
37;45
39;1
40;119
41;69
45;77
46;143
47;21
49;45
56;11
57;121
59;59
60;49
64;1
66;27
69;119
70;19
71;5
72;13
73;33
74;93
78;27
80;33
87;45
88;87
90;39
93;139
98;21
100;23
107;33
111;93
112;131
113;27
114;97
119;141
121;105
123;109
124;23
125;93
131;57
133;1
134;33
135;21
136;77
138;5
141;27
143;59
145;53
147;85
151;121
153;87
154;75
155;25
156;113
157;77
158;21
162;61
165;23
170;3
178;121
179;49
180;123
183;51
185;143
186;55
190;115
191;91
196;95
205;133
209;19
210;33
211;49
213;9
214;29
216;5
217;89
219;87
220;29
222;33
224;33
229;13
230;143
232;21
237;75
239;75
242;71
245;111
248;97
252;139
256;61
261;87
262;5
265;29
269;131
270;77
272;133
273;119
274;3
275;69
279;125
282;143
284;5
285;45
287;33
291;83
292;21
296;127
297;37
298;75
299;43
303;39
304;101
305;141
307;39
317;89
323;9
324;141
326;115
329;96
331;15
333;121
334;119
337;25
338;15
339;73
340;59
342;15
345;119
347;1
348;101
351;113
352;127
353;35
356;125
357;61
358;97
361;39
367;144
370;69
373;141
374;5
375;11
377;33
378;85
383;34
384;133
385;39
400;96
401;61
403;27
405;53
407;102
410;41
417;132
418;9
419;28
421;29
423;14
425;41
427;113
430;102
435;47
436;28
440;102
441;27
442;62
443;112
446;62
447;21
450;101
454;15
457;84
458;12
460;56
461;42
464;2
465;93
469;70
476;77
477;91
478;68
479;21
487;124
489;94
492;58
493;98
494;122
497;78
509;134
510;46
511;52
516;28
517;34
519;34
520;58
522;75
523;62
524;133
526;10
527;86
528;78
536;97
540;86
543;72
544;59
550;98
551;16
552;76
558;30
559;92
565;136
567;12
568;128
570;94
572;43
577;28
579;14
583;114
584;6
590;122
591;94
598;24
599;62
