"TIME";"FARE_ID"
7;15
8;9
9;13
12;89
13;97
15;9
16;67
17;105
20;85
22;1
24;137
25;105
26;125
29;109
30;37
31;69
33;99
34;21
35;87
36;3
38;111
39;109
44;55
47;27
53;29
55;49
56;35
58;9
62;5
63;55
65;93
68;15
69;43
71;85
72;29
73;121
75;87
79;35
80;61
81;75
82;85
83;9
87;77
88;127
90;77
98;9
101;127
103;137
109;39
112;119
120;71
123;33
126;1
127;55
130;33
131;13
134;33
136;111
139;71
140;47
143;33
144;133
145;39
146;51
149;93
151;21
153;53
154;63
155;85
166;143
167;101
169;139
170;75
171;127
174;59
175;117
178;135
181;109
182;101
185;143
194;101
195;75
197;127
201;93
205;105
208;41
211;111
215;57
216;123
218;53
222;15
223;15
225;97
226;93
229;35
230;111
233;111
234;125
235;5
237;33
239;95
240;141
248;69
254;75
255;41
256;133
257;97
258;35
260;101
261;3
262;25
263;27
264;37
265;35
266;121
267;127
268;27
271;141
272;69
273;87
279;55
282;143
285;37
289;75
290;71
295;135
296;101
298;93
299;101
302;77
305;91
306;61
307;21
310;43
312;55
314;85
316;53
318;21
322;5
323;133
327;1
329;25
330;39
331;141
334;3
337;133
345;101
347;95
348;96
351;47
353;27
354;79
355;25
357;85
359;133
360;123
363;79
364;95
365;57
370;125
372;53
373;29
375;28
377;1
380;41
385;61
391;129
397;51
398;1
403;35
404;21
405;55
406;69
407;21
409;33
410;131
411;5
413;144
415;14
419;19
420;140
421;33
422;24
425;27
426;142
428;9
430;13
431;44
434;56
437;22
439;56
441;87
442;105
444;101
446;107
447;112
448;139
452;28
455;113
462;70
463;116
464;16
468;76
470;42
471;12
473;112
477;120
478;95
481;43
484;124
487;117
488;118
489;54
490;120
492;69
493;127
494;62
497;20
504;22
509;109
511;50
513;10
517;42
518;16
519;28
528;86
529;32
533;21
534;112
539;88
540;28
547;20
549;98
551;22
553;44
554;56
556;56
558;110
560;96
561;88
563;112
569;126
572;42
573;30
577;112
579;10
581;144
584;144
585;126
586;124
588;88
590;22
591;36
594;22
598;114
600;70
