"TIME";"FARE_ID"
2;47
4;133
5;55
6;129
9;67
10;109
11;5
13;93
14;117
15;27
17;111
19;143
20;11
22;53
23;53
24;51
29;111
33;45
35;41
39;1
40;101
41;45
42;97
45;119
46;5
48;89
49;21
50;109
54;27
56;27
66;13
67;71
68;87
69;15
73;21
76;35
78;47
80;21
83;101
84;109
87;101
88;75
92;101
93;61
96;93
98;67
107;21
114;111
124;119
125;1
130;93
135;57
138;109
139;23
141;75
144;139
147;139
155;113
157;137
160;37
166;59
168;63
171;101
172;109
174;27
175;21
177;89
178;45
180;55
181;25
185;1
189;29
190;35
191;71
194;71
195;45
197;47
198;125
199;33
201;97
202;43
213;85
215;125
218;9
222;101
228;43
235;69
249;135
250;25
252;69
254;5
256;139
258;59
262;77
269;141
273;61
275;33
277;97
282;69
283;25
285;13
288;29
289;33
290;127
294;111
295;75
296;63
298;39
303;127
304;127
307;95
308;37
309;133
312;37
313;143
315;93
316;39
317;77
320;89
323;9
325;47
326;77
329;33
333;105
336;1
343;123
345;85
347;77
349;28
356;61
357;49
358;71
360;25
364;23
367;95
370;118
371;33
374;112
378;30
379;69
390;71
395;15
397;19
400;5
402;59
403;111
407;143
413;26
415;44
418;11
424;116
427;15
434;34
436;3
442;57
445;139
446;3
449;23
453;2
454;69
458;96
462;5
463;78
464;114
465;24
466;93
471;48
473;28
474;98
477;36
480;144
481;142
482;137
484;22
487;4
488;106
489;40
490;123
495;55
501;85
502;29
506;47
507;41
511;16
514;112
518;128
522;144
523;142
524;96
527;16
528;102
530;4
535;6
539;34
540;32
542;33
545;76
546;128
550;16
551;6
555;76
560;6
566;135
568;1
572;144
574;134
579;76
580;86
587;34
588;42
589;54
594;86
595;68
596;120
598;78
600;98
