"TIME";"FARE_ID"
1;111
3;41
4;29
13;19
15;53
16;87
19;121
21;143
23;3
25;105
27;3
30;21
33;133
34;125
35;127
38;1
41;33
42;13
45;139
48;5
50;143
52;119
54;9
55;37
58;43
61;13
62;63
63;131
67;21
68;13
70;93
74;115
75;135
79;55
80;59
83;5
85;77
90;9
92;133
93;15
98;5
99;97
100;115
120;69
126;3
128;119
130;1
133;133
135;33
137;131
139;13
140;39
141;139
143;45
145;1
146;141
147;51
149;55
152;101
154;111
159;139
162;49
169;23
170;11
171;69
176;41
177;25
178;27
179;33
182;133
183;13
186;71
189;93
193;55
197;39
200;85
201;41
202;51
203;93
206;69
212;55
214;69
215;39
219;133
222;123
223;87
229;69
235;101
239;87
240;111
244;133
245;27
248;135
253;97
254;69
255;69
258;111
264;53
265;31
267;93
268;93
274;3
278;29
279;93
284;51
285;117
286;15
287;51
292;123
293;75
294;27
295;143
296;59
299;143
303;47
307;23
310;144
325;15
328;123
330;89
332;127
334;27
335;61
336;23
337;141
338;109
339;13
340;9
346;55
347;109
349;25
352;47
353;123
356;111
357;47
358;123
359;109
360;27
361;119
368;5
369;123
370;118
377;91
380;89
381;53
384;95
395;33
398;88
399;13
403;101
405;105
406;142
407;122
408;76
413;29
414;13
420;105
421;10
422;91
424;112
427;75
428;90
430;111
433;87
436;93
439;28
442;112
443;33
445;132
447;6
450;87
451;101
453;15
458;54
460;118
461;110
469;141
476;87
481;109
482;21
484;77
486;144
489;112
490;56
492;86
496;78
497;132
498;102
500;122
501;136
507;4
508;76
509;2
510;74
512;58
516;28
520;102
523;111
524;109
527;78
529;102
531;34
532;28
535;54
536;76
537;144
539;64
542;34
543;48
546;22
547;62
550;86
553;60
559;10
563;122
565;88
567;90
570;69
571;6
573;110
574;120
580;140
584;108
585;102
587;114
588;124
590;140
593;132
594;44
599;22
