"TIME";"FARE_ID"
1;9
4;61
5;55
6;33
7;5
8;9
9;3
11;127
15;133
18;41
19;39
21;45
23;9
27;35
33;49
34;15
35;85
37;15
38;75
41;47
42;39
44;21
50;27
52;11
56;1
58;109
61;85
62;5
63;111
67;27
71;119
72;131
75;23
78;111
80;61
84;45
88;43
93;121
96;35
99;45
101;51
104;101
106;5
107;101
109;13
113;91
114;27
117;1
121;9
124;117
127;33
129;143
130;109
134;15
137;131
138;53
140;101
141;77
143;63
144;15
147;53
148;5
151;33
154;25
158;3
159;5
160;93
164;43
168;19
169;21
170;85
174;141
176;71
177;125
178;67
181;49
183;33
190;27
191;9
195;33
198;15
199;81
202;41
207;95
211;143
212;111
214;11
215;23
216;143
218;69
221;93
224;109
226;125
227;125
229;87
230;127
231;43
233;61
238;75
241;105
243;29
247;53
248;91
249;121
251;33
252;13
253;33
254;133
255;27
257;143
259;55
262;11
263;51
264;1
265;41
266;39
269;83
270;21
274;111
278;143
280;75
281;41
284;93
285;87
287;71
288;39
289;69
290;93
293;127
296;21
301;143
303;21
305;47
307;1
311;15
313;61
325;144
327;97
328;87
330;57
332;141
333;27
336;105
338;85
341;59
343;123
344;86
350;85
352;125
357;97
359;123
360;135
362;3
367;5
368;87
369;97
372;39
373;97
374;22
375;31
376;85
377;43
379;16
386;121
389;33
390;36
391;21
392;115
394;55
397;75
399;123
400;50
405;86
406;35
411;5
413;93
414;64
415;76
417;93
418;46
419;93
424;94
425;44
426;34
427;42
428;23
429;10
432;10
434;131
437;124
438;50
441;97
446;141
448;87
449;12
451;62
455;112
457;86
459;135
462;128
463;96
465;12
466;32
468;48
470;88
475;53
487;44
490;4
494;128
498;114
499;98
504;6
505;24
507;76
508;10
515;33
518;72
519;64
527;94
528;41
529;102
530;62
533;76
534;98
535;128
540;76
541;24
544;34
545;22
549;120
550;124
552;94
554;98
555;56
556;54
557;42
558;63
559;106
561;59
564;110
565;48
566;76
567;62
571;24
572;144
573;62
574;54
575;86
579;28
581;86
582;16
583;46
586;4
589;34
594;4
595;54
596;124
597;78
599;46
600;136
