"TIME";"FARE_ID"
4;73
5;127
13;61
16;29
17;111
18;75
22;101
24;43
25;133
29;109
31;53
33;39
35;5
38;53
42;39
43;55
44;29
45;51
47;139
51;109
53;11
54;97
56;9
58;109
60;47
65;91
66;51
67;21
68;9
69;111
70;109
73;121
75;1
80;143
83;41
84;101
85;75
86;3
87;55
89;43
91;121
92;87
98;143
99;13
100;125
103;127
104;59
105;41
106;33
109;41
111;21
112;23
118;33
119;51
122;27
126;109
127;101
128;13
130;41
133;9
136;53
141;9
142;49
145;39
147;111
149;13
151;93
152;75
160;21
161;125
163;63
165;21
167;11
170;111
174;117
175;77
185;53
196;97
197;45
201;53
204;87
209;85
212;127
218;143
221;97
224;97
227;93
229;125
232;87
239;109
240;57
244;115
246;71
249;139
252;13
253;125
258;51
261;115
262;125
264;35
268;61
274;141
275;109
276;95
278;61
280;37
282;63
284;49
287;55
288;33
289;117
293;21
294;15
297;61
298;139
299;29
300;71
302;117
304;91
305;109
318;63
319;75
323;127
324;117
327;41
328;57
330;47
331;61
333;125
336;127
343;143
344;91
345;97
347;91
348;14
350;21
354;27
357;101
358;101
359;27
360;31
362;47
363;133
367;19
368;25
370;5
371;125
376;27
379;97
380;21
383;23
385;29
386;27
388;11
390;71
391;13
393;77
396;11
397;71
399;120
405;28
406;11
407;30
410;71
411;111
414;67
416;133
420;121
421;45
422;121
423;28
424;102
425;4
431;87
432;53
436;112
437;109
440;143
444;29
446;9
448;48
450;93
451;26
453;22
454;122
455;5
456;94
458;3
461;43
467;26
468;61
469;47
473;34
478;88
481;70
483;122
484;76
487;32
488;44
489;32
490;28
496;118
497;2
499;22
501;122
502;143
503;141
504;10
510;40
512;86
513;24
514;40
518;142
524;86
525;95
528;30
531;118
533;134
537;44
539;34
542;55
545;56
549;28
550;107
551;110
553;24
554;86
559;1
561;70
564;22
566;12
568;16
569;133
571;126
572;44
575;128
577;76
578;144
580;6
582;132
583;106
593;76
596;136
599;130
600;102
