"TIME";"FARE_ID"
1;87
3;61
4;85
9;97
17;11
18;125
19;67
20;93
21;97
23;59
25;19
26;115
27;71
29;141
31;119
33;141
37;143
38;71
41;41
45;15
52;75
55;101
56;93
58;27
60;55
63;105
64;55
66;111
69;21
71;45
73;117
75;105
81;119
82;75
85;11
87;43
88;57
89;91
93;39
94;87
95;141
97;5
100;9
101;125
102;23
103;41
105;125
106;137
107;27
108;91
109;49
111;75
112;5
113;9
115;141
116;47
118;5
120;139
121;123
122;101
123;133
124;35
125;3
128;69
129;11
131;141
132;33
135;69
136;9
137;75
141;89
142;47
143;75
145;121
147;39
148;123
149;47
151;1
153;33
154;47
155;109
156;75
160;11
161;41
163;101
164;97
165;91
169;77
171;61
173;29
175;93
178;95
181;51
182;55
185;141
190;13
195;57
196;39
198;1
199;35
200;1
207;41
210;69
215;87
222;89
230;3
232;5
239;123
241;133
244;71
245;1
247;23
248;53
249;101
257;55
259;15
260;45
262;51
263;33
265;71
267;35
268;39
270;53
278;61
282;1
287;37
288;51
290;109
294;115
295;35
297;137
301;63
302;39
305;59
306;133
307;37
310;27
314;143
317;117
318;77
320;39
324;11
325;15
326;97
330;37
332;13
334;135
336;5
337;144
340;101
341;43
342;5
343;9
345;125
346;21
351;61
352;41
356;19
358;105
360;87
362;61
367;93
368;35
372;45
373;1
377;95
387;85
399;34
404;139
405;59
408;42
409;77
413;1
414;41
418;87
420;27
424;127
426;102
429;3
431;21
436;142
437;30
438;141
439;79
446;10
448;125
450;10
453;76
454;38
463;45
464;78
471;46
473;112
476;132
479;111
484;86
485;143
486;1
487;46
488;34
489;78
495;30
501;86
503;76
505;124
506;12
508;58
510;75
513;88
514;56
515;6
516;88
520;94
522;112
525;106
526;58
527;15
530;94
533;128
534;36
535;142
536;92
537;144
540;140
541;48
543;48
546;44
549;70
551;6
554;126
557;112
559;88
560;76
562;6
563;88
564;40
567;36
568;2
569;10
571;124
573;40
574;30
576;118
580;14
586;124
588;102
591;22
593;118
594;44
596;42
597;48
