"TIME";"FARE_ID"
3;29
5;51
6;35
7;35
9;97
10;27
12;111
16;47
26;41
28;9
31;47
37;61
40;109
42;1
51;19
52;87
55;33
57;35
58;109
59;33
61;31
63;11
67;11
68;51
73;143
75;59
77;71
81;97
82;109
85;93
86;87
89;97
93;75
96;11
102;47
104;25
106;75
109;85
113;9
117;121
119;27
122;77
128;69
131;75
135;47
136;101
138;121
141;33
145;27
150;51
151;141
155;13
158;35
161;43
162;57
164;35
168;11
170;129
172;129
177;9
178;37
179;33
180;27
181;47
185;15
186;97
187;57
188;43
189;5
190;3
191;97
192;111
194;89
198;133
199;85
201;9
203;9
209;51
215;77
217;33
218;55
221;19
223;135
224;133
226;67
227;109
234;21
236;125
237;33
243;93
244;55
248;131
249;127
252;41
253;111
257;131
258;119
265;131
266;3
267;11
268;21
269;125
270;47
275;45
276;19
277;93
282;59
284;99
286;75
288;37
295;33
296;111
299;25
300;121
301;43
306;39
311;39
314;101
317;53
318;69
320;53
323;111
330;13
332;55
333;141
339;53
340;11
341;61
342;41
343;105
346;119
347;101
348;109
350;144
352;122
353;77
354;75
358;15
359;144
361;75
362;1
364;33
367;5
372;63
378;53
379;61
382;19
386;71
388;125
389;112
390;118
394;56
396;77
403;71
407;68
409;128
416;120
418;47
421;89
422;48
425;43
429;139
440;16
443;101
445;1
448;28
449;9
451;90
452;88
453;84
455;2
456;80
457;53
462;9
464;42
466;76
468;13
469;29
470;16
474;98
475;16
476;52
480;51
481;1
482;138
483;28
485;57
488;44
494;97
495;26
498;120
499;69
504;42
506;110
511;110
512;34
519;122
522;2
523;10
524;76
525;22
535;2
538;144
540;111
542;128
545;4
547;126
549;112
551;144
552;42
557;33
561;37
562;48
563;142
568;16
570;16
575;126
578;28
581;102
582;48
583;114
584;34
585;102
586;28
587;54
589;110
590;102
594;134
595;28
596;14
598;134
600;2
