"TIME";"FARE_ID"
3;123
4;53
5;69
6;45
8;25
12;113
14;125
16;15
17;117
23;41
24;31
25;41
30;125
31;109
32;89
37;29
38;143
40;109
41;1
43;141
45;51
48;11
50;41
56;143
57;75
59;133
60;59
62;109
64;57
65;55
66;21
68;113
72;93
73;143
77;41
78;69
79;1
87;29
88;75
89;75
91;87
94;143
96;97
97;85
100;85
103;21
106;101
107;41
109;125
113;69
116;85
117;93
118;67
119;27
121;1
122;75
127;119
130;59
132;51
137;89
138;57
139;61
140;141
141;141
144;43
149;33
158;125
161;139
162;143
163;87
164;27
165;5
167;101
172;87
174;61
175;21
176;35
178;13
180;123
181;5
188;75
191;125
193;137
197;25
198;53
201;39
203;27
204;141
205;21
209;33
210;101
211;87
212;9
213;41
214;13
219;27
220;21
224;55
227;1
229;21
231;15
234;13
238;125
241;47
245;9
246;89
250;27
251;137
256;53
262;33
263;43
264;9
266;67
270;37
275;55
287;91
292;9
296;143
298;33
300;55
303;41
304;37
308;63
309;9
310;25
312;123
314;61
316;109
322;37
325;57
327;41
329;119
332;41
334;1
338;133
339;101
340;87
341;21
342;35
344;109
346;133
347;87
349;135
350;28
353;27
361;39
362;85
365;105
368;85
372;89
374;26
375;71
376;133
378;84
380;111
383;38
385;141
387;1
388;139
396;28
398;123
399;27
405;85
407;144
411;29
414;97
418;57
421;36
423;33
425;117
427;134
430;140
431;85
433;4
435;26
436;98
437;46
445;71
449;33
450;34
451;142
452;48
453;83
454;27
456;106
462;87
467;6
470;10
472;119
474;48
475;121
482;116
483;25
492;94
493;33
494;128
506;34
507;15
508;6
513;26
516;48
518;78
520;64
522;124
523;96
525;88
528;126
537;4
539;16
540;78
542;53
547;118
553;24
556;44
559;20
560;132
561;53
563;34
565;30
566;110
567;134
571;112
572;142
573;122
576;126
578;34
580;24
584;106
585;144
586;76
587;48
588;42
589;48
591;142
594;88
595;128
596;102
597;52
598;140
599;48
600;72
