"TIME";"FARE_ID"
4;133
5;93
8;107
9;75
15;143
19;111
27;71
30;125
33;27
37;129
39;33
40;119
41;25
42;109
43;59
44;21
48;3
49;9
50;133
51;27
53;37
59;11
64;69
67;125
69;97
74;61
76;143
77;55
81;141
82;21
87;115
89;103
92;93
94;47
95;77
97;51
98;15
99;83
100;97
101;93
103;27
108;11
111;9
113;61
114;55
118;113
120;33
122;101
124;93
125;115
131;27
132;85
133;75
139;97
141;141
143;111
145;123
147;1
151;37
153;57
154;11
156;13
160;55
163;9
165;87
169;25
170;71
175;111
176;49
180;123
183;55
185;33
190;143
194;41
196;37
197;45
198;1
204;119
205;101
213;15
214;61
215;9
219;75
222;63
223;141
227;105
228;133
229;51
232;97
234;9
237;47
238;13
240;55
241;21
243;49
244;105
245;77
247;61
248;97
250;51
253;87
254;115
258;33
259;61
260;55
261;47
263;21
264;87
265;75
268;23
270;69
274;13
278;33
279;143
281;119
287;75
289;63
295;33
299;141
305;5
306;93
307;97
310;1
311;57
315;15
316;59
317;45
318;119
322;118
323;33
331;19
332;27
333;23
339;59
340;33
343;143
347;28
348;141
351;5
352;33
354;123
355;125
360;13
362;95
365;120
369;33
370;51
372;39
373;109
374;15
377;131
381;47
385;75
386;133
388;111
389;73
391;93
394;136
405;131
406;21
408;66
409;103
412;131
413;125
414;28
416;1
417;63
420;123
423;29
426;22
432;139
433;93
434;86
435;61
436;113
438;76
446;102
447;127
449;43
453;41
454;123
455;54
456;94
461;1
463;29
465;141
469;87
471;21
472;21
476;26
477;96
479;128
480;42
481;39
485;126
487;106
488;61
489;140
490;34
492;42
495;4
498;132
504;47
506;4
507;76
512;102
522;122
523;112
526;114
532;93
533;126
535;30
536;106
537;24
539;124
543;14
544;34
545;16
546;16
548;54
550;47
551;144
553;118
557;44
559;56
560;76
561;14
562;110
563;134
565;134
566;140
568;124
570;40
573;6
574;124
578;124
580;40
582;10
584;102
586;48
588;30
591;58
593;54
596;72
599;72
600;26
