"TIME";"FARE_ID"
1;37
4;27
5;33
6;143
7;121
10;83
11;29
13;119
15;15
16;73
18;47
20;105
21;41
23;101
26;119
30;111
31;61
32;77
34;119
35;27
37;93
38;51
39;61
45;71
49;101
53;127
54;143
55;29
58;97
64;15
67;85
72;51
73;71
74;93
75;57
77;101
78;15
79;33
81;3
87;21
93;69
94;143
95;73
96;123
101;69
102;111
103;27
104;123
106;77
107;135
108;33
110;27
112;25
116;9
120;27
122;77
126;139
130;27
131;41
132;85
133;121
134;113
137;123
138;85
139;9
144;3
145;41
146;101
148;1
151;137
153;85
156;13
160;99
161;123
164;11
166;69
170;27
171;125
174;135
180;111
181;121
182;27
183;139
186;111
187;37
188;25
189;63
190;33
191;27
194;111
196;141
198;13
200;59
201;1
202;77
204;117
205;109
206;119
207;135
212;9
215;119
219;139
224;55
228;41
230;141
233;27
237;123
239;39
241;141
242;143
244;89
247;27
248;111
249;127
250;33
258;43
260;13
262;143
266;121
267;101
269;137
270;51
272;57
273;111
274;95
276;61
280;95
282;55
283;37
284;57
285;113
286;111
287;89
297;75
300;141
301;85
304;133
305;1
306;129
308;123
309;127
311;93
315;109
317;25
318;143
322;59
324;101
331;93
334;53
337;45
338;51
339;121
340;127
341;113
345;142
346;115
347;135
349;21
350;61
351;13
355;137
360;11
364;75
368;28
375;34
376;75
384;95
385;46
386;125
387;89
390;47
392;5
395;77
396;101
400;33
403;56
406;112
407;34
413;122
414;111
415;47
419;27
420;22
421;1
423;142
429;142
431;6
436;10
444;90
450;126
451;133
452;94
455;112
456;29
459;88
460;98
461;134
462;39
467;112
469;108
473;34
475;49
479;93
482;16
486;142
492;125
494;97
497;30
501;74
502;76
507;112
508;134
509;130
510;28
514;78
516;140
519;78
521;72
522;124
527;4
531;28
536;42
542;102
544;133
545;96
546;62
547;78
548;10
553;26
563;16
566;98
567;125
572;14
573;106
575;134
576;144
577;68
582;93
584;56
588;128
591;142
594;124
597;34
598;68
599;90
600;46
