"TIME";"FARE_ID"
1;69
2;143
4;67
8;47
9;53
11;47
14;33
15;101
20;43
22;27
24;61
25;31
29;101
33;75
35;33
36;133
38;61
42;43
44;97
48;61
50;133
51;97
53;43
55;39
59;61
60;39
61;61
63;69
65;123
73;41
74;77
75;119
77;11
80;71
81;15
83;23
95;121
97;15
98;125
99;93
102;33
103;85
105;117
106;141
109;93
110;71
114;45
115;29
118;115
120;101
124;5
125;59
126;75
131;37
136;31
138;53
140;9
142;9
146;93
147;125
149;111
150;115
152;13
157;75
160;39
161;93
162;101
164;9
166;1
167;77
168;111
169;71
172;97
173;125
174;87
176;133
178;27
179;75
181;101
188;41
191;59
193;121
194;27
197;71
198;111
200;51
202;3
203;87
204;69
205;121
209;5
211;97
212;25
213;41
214;55
216;29
217;89
219;57
230;41
231;141
232;127
233;43
235;141
237;55
239;111
243;55
244;21
246;43
249;71
250;75
253;1
254;33
258;143
259;55
261;51
263;121
264;123
265;97
268;91
270;7
271;67
275;23
276;81
277;1
279;61
282;5
284;93
286;13
287;101
288;1
289;51
292;15
293;101
294;131
295;117
298;5
300;77
302;127
303;101
305;69
307;1
308;67
309;93
311;27
314;99
322;27
323;115
324;115
327;71
332;111
337;113
339;125
340;121
341;87
346;109
350;3
351;21
353;37
354;41
356;61
357;139
359;15
362;5
363;85
364;89
365;101
370;27
372;41
373;28
378;75
381;9
389;109
392;71
394;112
395;12
396;71
398;5
402;73
404;75
407;29
408;51
411;51
412;69
416;133
419;118
420;128
421;50
426;9
429;125
437;69
438;134
439;78
441;37
442;121
443;76
445;123
447;40
448;14
449;117
451;75
453;93
454;70
456;69
461;115
466;5
467;101
469;54
473;76
474;76
475;10
476;5
480;34
481;36
482;44
483;33
491;98
492;134
496;42
497;109
501;134
502;124
503;130
504;22
506;58
508;68
509;88
511;144
516;26
518;109
521;112
526;70
528;10
532;128
533;69
535;70
538;22
539;110
541;134
544;46
546;138
548;112
549;124
551;28
552;80
555;102
557;44
558;142
562;106
567;51
568;102
575;54
576;30
582;134
583;32
586;16
588;142
590;28
591;90
592;124
593;144
595;10
596;120
598;122
600;62
