"TIME";"FARE_ID"
2;43
3;57
9;143
13;111
14;9
16;21
19;73
23;123
24;105
26;49
27;9
28;11
31;101
37;21
38;55
39;21
40;87
41;53
42;31
43;141
45;5
46;75
51;37
54;43
56;33
58;135
60;89
61;41
62;77
66;93
68;9
72;113
74;75
75;9
82;13
85;129
86;143
88;89
90;143
97;127
98;105
99;85
104;41
106;1
107;21
108;31
110;143
111;33
114;103
116;11
119;97
123;77
124;15
125;119
129;1
131;13
132;23
133;143
136;105
140;27
143;127
144;123
147;137
149;39
150;55
151;55
158;111
160;23
164;111
170;37
172;119
173;5
175;63
176;123
178;55
184;125
186;85
187;91
188;85
190;5
193;101
194;21
196;13
198;55
200;87
202;67
203;95
204;89
206;3
207;25
208;53
209;27
210;111
211;143
213;59
221;39
227;97
235;89
237;21
243;133
244;77
247;3
248;61
249;101
250;77
254;1
262;85
263;33
264;21
268;41
269;77
273;69
274;111
275;11
276;95
279;27
280;85
281;75
282;21
284;9
289;15
291;119
292;93
297;33
298;89
303;101
307;75
311;5
312;97
316;53
317;25
318;23
323;55
327;117
328;71
330;47
331;109
333;57
336;117
337;113
339;127
342;87
352;11
353;11
354;97
356;109
357;101
358;123
363;123
368;85
371;90
380;131
384;2
392;105
393;97
395;105
399;67
403;77
405;105
406;57
407;16
408;28
411;44
417;125
419;52
423;143
426;55
429;22
432;125
433;51
435;25
436;142
437;63
439;71
444;33
449;46
452;123
456;30
457;143
458;97
462;125
466;106
467;36
470;116
473;143
475;101
481;33
483;98
486;56
496;2
500;138
505;12
506;89
507;46
509;58
511;85
513;128
514;86
516;98
518;28
520;34
521;113
524;46
529;2
537;86
538;126
540;10
543;33
545;142
551;134
552;24
554;124
555;6
556;52
557;54
559;46
560;56
567;2
571;112
572;60
574;4
576;76
585;98
592;64
594;72
595;116
597;46
598;138
599;22
