"TIME";"FARE_ID"
1;31
2;139
3;57
8;47
9;5
12;125
13;133
14;3
18;133
19;97
22;119
26;91
27;129
30;41
33;61
38;11
42;117
48;1
52;105
53;133
56;3
57;129
58;55
61;89
62;29
63;13
64;93
65;69
69;111
73;31
75;33
81;61
82;85
87;113
92;43
93;23
94;39
96;123
99;43
100;25
101;27
104;77
108;117
109;103
111;123
112;137
115;41
116;123
117;133
118;33
123;93
126;39
128;111
131;11
132;61
134;101
135;39
138;95
141;77
143;69
150;143
151;121
158;5
159;9
162;31
165;39
166;127
170;131
171;73
181;37
183;61
184;51
185;109
190;53
194;13
196;43
198;117
202;53
203;71
204;127
205;39
206;75
207;61
209;97
211;33
212;33
213;91
215;51
222;97
226;61
235;129
237;141
238;141
239;101
245;85
247;143
250;27
251;23
252;105
253;119
255;39
257;75
261;29
263;23
266;33
267;97
269;9
270;55
271;91
273;119
276;143
279;73
282;125
286;101
287;53
289;101
292;51
295;47
296;27
298;111
301;19
302;27
303;43
311;23
312;121
318;91
321;125
323;5
326;127
327;51
331;69
333;39
335;45
336;25
340;76
342;21
344;91
348;125
354;28
358;21
359;9
360;27
361;73
364;75
367;23
368;79
372;57
373;69
376;101
378;135
381;135
386;21
387;28
388;61
389;19
392;141
395;15
396;94
397;96
399;109
402;125
403;42
404;14
407;29
409;53
414;89
416;47
419;46
420;122
421;85
425;5
427;93
431;5
438;78
439;86
441;71
445;24
446;124
451;96
452;43
453;33
456;34
457;61
465;76
467;98
468;88
469;11
470;85
473;134
474;92
476;94
480;118
481;112
486;34
488;128
489;128
490;118
491;78
495;70
498;126
499;124
500;22
501;95
503;40
504;10
505;26
506;102
514;72
515;63
516;9
518;22
522;54
530;33
533;30
535;70
536;50
544;22
547;6
551;72
554;55
555;12
556;62
558;106
560;62
561;50
563;128
565;36
573;58
576;22
579;102
582;15
583;113
584;46
586;58
590;26
591;110
594;62
