"TIME";"FARE_ID"
4;69
5;47
7;1
11;9
13;123
15;49
16;61
20;119
23;77
26;13
27;31
28;141
30;113
34;29
47;109
48;29
49;125
52;43
53;133
56;43
58;27
65;69
67;9
68;71
70;9
72;1
73;19
74;139
75;133
78;9
79;77
82;121
83;41
85;77
88;115
91;77
94;55
97;5
100;21
102;3
103;33
106;133
107;39
110;61
111;13
112;45
114;39
116;3
117;115
118;37
119;9
123;135
124;15
125;125
128;5
131;125
133;133
134;13
138;21
139;121
142;121
143;43
147;143
152;21
153;37
157;39
158;49
160;43
161;89
162;47
163;39
164;5
165;75
167;45
168;101
172;3
174;113
176;41
177;33
180;33
186;39
188;9
189;49
192;41
193;41
194;9
196;139
197;111
198;23
205;85
206;25
208;105
210;33
214;87
217;69
218;35
220;13
221;143
226;5
229;27
236;45
237;61
239;35
246;9
247;5
248;61
249;85
253;143
259;89
260;127
262;21
265;111
266;71
271;29
275;39
278;9
280;113
281;21
282;91
285;23
287;55
289;123
297;13
299;91
303;87
306;143
308;41
309;131
313;143
314;87
319;111
320;69
323;71
324;21
327;79
330;67
333;135
335;95
338;69
344;77
345;89
350;39
356;28
358;121
359;31
360;5
365;47
366;127
370;86
371;47
380;131
383;61
385;29
389;77
394;45
398;33
402;57
404;53
405;135
407;45
409;93
410;10
415;120
416;2
417;46
418;5
420;120
421;33
422;123
423;101
424;94
429;71
430;30
431;41
433;69
435;29
437;142
440;110
441;16
442;41
445;69
446;118
451;97
453;112
454;14
457;28
460;11
464;38
466;132
468;111
472;6
483;34
484;70
486;96
488;106
490;142
492;92
494;40
495;123
496;40
498;106
499;136
501;134
504;62
505;51
506;128
508;102
509;121
510;48
512;47
514;19
515;110
517;10
518;10
521;34
525;128
529;136
540;136
542;70
543;96
545;116
546;28
547;90
551;90
553;70
554;54
559;54
561;102
563;87
568;36
571;56
574;98
576;62
580;140
582;48
587;96
589;20
590;94
597;50
600;64
