"TIME";"FARE_ID"
2;41
3;143
4;103
5;121
6;69
8;45
10;125
12;53
14;47
16;85
19;85
21;33
22;21
24;23
25;93
27;61
31;91
34;25
37;21
42;47
44;47
57;119
59;29
60;23
61;109
63;93
67;45
68;59
70;101
71;21
72;133
73;33
75;125
80;143
84;111
86;97
88;73
90;15
94;13
95;71
97;125
99;117
100;21
103;5
110;141
112;41
114;69
115;51
116;15
117;35
119;55
121;109
122;141
123;75
130;69
131;9
134;61
135;53
136;23
137;101
139;89
141;61
142;9
143;45
145;21
151;73
158;93
159;61
163;77
164;89
165;61
167;53
168;135
170;51
172;115
173;119
174;85
177;125
179;33
181;113
182;117
183;111
184;47
187;125
188;79
189;109
197;69
199;47
201;41
204;1
212;85
213;11
216;77
219;133
222;123
226;133
227;125
231;87
236;61
237;111
240;57
244;27
248;3
249;29
253;27
256;101
257;139
261;5
265;39
268;141
275;33
277;51
278;75
279;109
283;141
286;61
289;123
290;47
291;121
293;39
294;1
295;139
296;125
298;53
302;69
303;101
304;119
306;21
314;101
318;75
320;95
324;89
327;133
329;29
332;55
334;75
338;21
340;123
341;51
343;135
344;27
345;46
347;139
349;111
355;23
359;33
361;21
363;117
364;117
367;141
371;101
372;5
376;34
378;143
379;10
381;67
382;22
383;125
385;133
387;21
388;96
392;34
393;94
400;142
401;39
403;76
404;71
408;122
409;1
410;3
411;88
413;107
419;14
422;54
426;69
427;22
430;61
432;141
433;1
440;11
441;28
446;123
452;144
453;134
455;40
456;102
460;97
471;2
472;140
474;93
475;44
476;93
477;97
478;55
479;41
482;86
484;132
486;37
487;26
488;40
489;58
491;29
492;59
494;132
495;53
496;54
498;98
499;132
500;102
505;32
507;26
508;142
511;38
515;22
516;64
523;70
529;38
530;112
533;29
534;5
538;26
542;34
546;120
548;48
549;88
550;34
551;76
552;138
553;88
556;30
557;142
558;102
561;4
562;40
563;80
564;124
567;141
572;20
573;86
575;24
576;52
577;14
579;34
580;111
587;140
591;22
593;76
595;2
596;98
599;106
