"TIME";"FARE_ID"
3;113
13;59
18;15
21;25
24;63
32;79
37;85
40;125
48;101
49;121
50;55
51;63
55;73
57;91
62;33
63;61
68;85
70;13
74;93
75;97
81;1
85;85
89;33
96;75
97;33
104;41
106;11
110;23
111;111
112;125
113;1
114;3
117;119
118;111
119;133
120;115
121;93
123;105
124;97
129;15
130;39
131;35
141;97
142;53
144;139
145;133
147;19
154;75
157;77
158;111
160;75
163;143
164;105
169;77
171;139
173;127
177;9
178;61
180;1
183;41
186;45
189;121
190;1
191;33
192;69
193;143
196;1
197;53
200;133
209;143
212;1
214;9
219;41
221;71
228;111
230;37
236;37
237;1
241;143
243;47
249;51
250;45
254;75
259;131
262;41
263;13
264;41
267;133
269;113
270;77
273;39
275;97
276;109
277;133
281;129
282;143
283;37
284;25
286;9
288;75
289;21
290;53
291;143
292;5
294;143
295;89
297;139
299;85
300;69
306;5
307;23
309;95
310;109
314;35
315;33
316;95
318;55
319;127
320;39
321;53
322;101
326;53
327;51
330;55
336;14
339;123
342;139
343;141
344;112
345;113
346;122
348;11
351;119
353;97
356;111
359;13
360;127
361;69
363;53
365;21
367;31
369;61
371;25
372;53
373;13
375;141
376;21
377;111
379;141
380;22
381;144
382;11
383;29
387;89
392;123
397;19
398;128
401;120
405;142
408;54
410;142
411;29
412;28
415;98
417;48
420;118
422;11
425;71
426;42
427;34
428;128
432;34
434;115
435;77
436;123
439;13
442;95
446;4
449;124
451;120
455;38
457;87
461;52
462;22
468;88
470;78
474;141
475;55
478;26
479;51
485;54
493;101
497;24
506;130
507;136
508;26
512;6
519;54
520;94
521;120
522;124
530;20
531;88
532;94
536;94
539;93
540;78
541;60
544;102
546;62
551;22
552;44
553;144
554;94
556;41
557;58
563;54
564;85
566;144
567;34
569;139
570;38
571;126
574;128
577;46
579;71
580;2
581;94
585;126
590;142
598;34
599;24
