"TIME";"FARE_ID"
1;127
3;85
8;35
9;109
12;55
17;33
20;9
22;101
23;97
27;23
28;33
31;23
34;27
35;57
38;77
47;75
48;11
50;1
51;15
54;133
56;125
57;133
61;21
63;101
64;93
67;3
68;15
71;9
72;85
74;125
77;143
81;11
84;27
85;111
88;75
89;53
94;27
95;105
99;43
107;47
111;1
112;77
113;55
115;117
118;115
122;121
123;35
124;29
126;105
127;111
129;1
131;21
132;123
134;109
139;9
140;43
143;109
146;97
151;51
152;53
153;3
155;85
157;97
162;43
163;75
164;43
168;119
169;141
170;43
172;1
177;61
184;51
186;127
191;9
195;69
196;39
197;43
198;21
199;93
204;111
211;41
216;141
217;33
219;1
220;21
221;27
224;53
227;51
230;93
233;21
234;25
237;117
239;111
240;11
242;93
243;15
244;75
247;97
249;45
252;47
254;51
256;111
259;33
264;61
265;143
266;51
267;117
268;111
273;1
277;101
281;9
284;77
290;105
291;143
293;59
294;27
297;125
300;51
302;119
303;141
313;25
315;133
316;85
325;47
327;23
331;93
334;33
341;131
344;139
347;43
348;51
349;93
357;115
361;143
362;144
365;33
366;87
370;67
372;39
373;95
382;28
384;41
386;89
387;101
389;33
392;142
393;30
394;123
403;21
404;56
405;97
407;138
413;25
416;101
417;56
419;102
420;58
421;61
422;123
424;69
432;48
435;101
444;39
445;21
448;14
449;11
454;98
455;94
460;15
463;101
467;6
468;118
469;115
472;39
474;57
478;110
480;22
482;112
485;124
486;125
487;46
489;132
490;42
493;47
494;58
500;122
501;77
503;22
504;139
505;139
512;62
515;98
517;76
518;122
523;85
533;76
534;88
537;70
539;44
543;142
545;88
551;10
552;56
554;126
558;132
560;98
561;102
564;106
567;102
568;134
570;16
576;86
581;26
582;70
583;14
584;62
591;30
593;112
596;66
598;2
599;62
