"TIME";"FARE_ID"
2;139
3;63
4;17
7;9
10;77
15;143
17;3
19;33
20;51
25;101
28;143
29;89
31;139
32;91
33;15
34;101
35;83
38;133
41;41
43;101
45;33
47;121
48;131
49;21
51;33
54;9
55;37
60;127
61;25
62;71
63;33
66;121
67;121
68;111
69;111
72;37
73;33
75;105
76;27
77;27
79;107
83;23
85;97
87;93
90;123
92;77
93;115
94;87
95;61
96;3
97;41
98;89
103;109
105;69
106;77
107;69
113;143
114;1
115;53
117;87
121;55
122;121
123;21
124;21
125;89
129;141
130;103
133;141
134;95
135;35
136;5
137;97
138;35
139;101
142;87
147;27
148;111
149;69
150;51
153;77
155;11
156;41
158;33
159;27
160;1
162;139
164;15
165;111
167;115
168;143
174;121
176;75
181;3
183;61
184;111
186;71
187;87
188;77
189;11
192;127
194;37
195;69
198;117
202;39
203;27
207;1
208;59
210;67
217;41
218;21
220;1
221;131
226;41
227;111
228;5
229;73
230;29
231;3
232;5
238;139
239;127
240;129
245;5
247;13
249;45
250;15
253;23
256;133
257;43
267;37
268;111
276;125
280;29
283;51
288;133
290;19
291;125
294;123
295;101
298;115
299;5
307;131
315;47
321;9
326;97
332;133
333;21
334;95
336;113
338;113
339;85
343;33
347;87
349;113
350;93
352;5
355;1
358;133
359;5
360;51
361;13
363;29
364;86
366;127
367;95
369;144
373;69
385;28
386;52
393;109
394;56
395;133
396;33
399;77
400;51
401;61
402;51
404;9
406;84
409;71
414;16
417;87
419;136
423;27
425;139
430;37
432;6
435;10
437;28
438;4
439;127
442;75
443;126
450;97
451;137
452;78
453;77
457;2
458;62
463;44
469;74
483;93
484;101
489;11
491;52
493;62
496;28
498;76
501;94
503;70
506;93
510;98
511;48
512;34
515;78
516;78
521;42
523;140
527;86
529;36
530;130
531;52
533;98
535;72
537;10
538;128
539;6
541;42
542;102
547;134
548;2
549;62
551;48
552;144
553;102
555;2
556;78
558;4
559;72
560;92
561;110
562;122
565;88
566;96
567;104
569;62
570;12
574;70
575;10
576;22
579;144
580;34
583;98
585;2
590;52
591;76
597;88
599;34
600;80
