"TIME";"FARE_ID"
2;35
3;141
8;53
9;3
11;37
13;111
14;37
16;133
22;63
29;5
31;43
36;137
37;127
38;71
42;57
43;121
45;73
50;75
53;3
54;107
56;25
57;123
61;77
62;15
63;97
68;77
69;101
71;27
72;101
73;71
74;117
77;141
79;45
81;121
82;5
84;51
86;9
88;39
90;23
92;143
93;109
94;51
95;15
97;9
100;5
102;55
107;101
110;125
111;43
119;141
122;61
123;33
124;67
125;133
126;139
127;33
129;77
133;11
134;37
135;9
136;33
138;69
139;35
140;131
141;5
142;87
144;123
146;35
151;121
153;3
154;43
156;67
160;89
163;139
166;29
167;55
169;61
170;41
173;109
178;133
179;5
180;63
181;91
187;85
188;85
189;79
193;85
194;15
195;27
196;47
201;73
202;35
207;77
208;31
209;91
212;109
213;35
214;43
215;93
216;69
218;131
223;29
225;125
226;131
228;29
231;51
232;77
233;125
234;115
235;21
239;1
241;37
245;41
246;39
249;121
251;53
252;97
255;19
263;121
265;57
266;115
267;133
268;133
269;23
272;117
273;143
274;93
278;115
279;39
283;107
285;111
287;51
288;75
290;25
291;123
292;127
294;59
297;75
306;1
313;143
316;5
319;101
323;21
324;69
326;119
329;11
330;37
333;109
336;13
338;95
339;123
340;5
341;5
342;5
344;93
345;93
353;133
354;27
355;95
356;27
357;95
360;34
361;21
364;123
365;33
368;61
377;71
380;94
383;95
385;120
390;61
391;75
392;109
394;91
396;75
397;23
403;131
406;120
407;27
408;71
410;112
417;143
418;15
419;77
421;2
422;139
425;120
426;4
427;43
428;1
429;113
430;91
432;102
433;119
435;15
437;61
438;126
445;14
446;126
450;56
451;144
462;127
465;102
466;41
467;14
469;34
470;51
471;21
472;54
473;52
475;28
477;134
480;98
481;60
482;5
483;119
485;42
489;127
492;94
494;52
501;28
503;56
504;92
505;88
507;98
510;122
511;9
517;134
520;1
522;110
527;12
528;36
530;86
531;56
535;133
538;110
540;110
544;22
546;98
549;102
550;112
552;74
555;96
559;128
564;76
565;94
568;124
571;22
572;72
578;122
579;60
584;124
586;6
587;116
588;10
589;28
590;26
592;76
597;10
598;120
600;62
