"TIME";"FARE_ID"
6;11
12;27
14;53
19;101
21;61
25;125
27;29
28;75
29;121
36;47
40;133
41;105
46;139
47;121
49;133
51;97
56;55
59;61
60;23
61;69
65;27
66;33
68;27
72;101
73;61
82;5
86;119
88;39
96;51
97;121
99;123
100;37
102;21
105;135
107;23
110;71
112;101
113;77
116;137
117;33
119;33
123;101
127;27
128;71
130;49
131;5
135;53
137;33
139;93
143;15
146;119
150;33
151;79
153;143
154;101
156;37
159;55
160;71
161;141
162;47
166;55
168;25
169;15
171;77
173;93
176;91
178;41
180;101
181;97
184;85
188;9
189;55
190;123
191;133
194;93
198;125
199;47
204;117
211;93
213;19
214;101
217;127
221;57
222;93
224;33
225;37
227;43
231;29
232;1
233;41
234;137
235;93
237;23
239;19
241;91
243;93
246;101
251;123
254;113
260;69
263;55
268;77
269;109
273;11
274;15
275;111
278;69
280;133
281;111
282;109
288;9
289;87
290;35
297;75
300;75
303;77
306;21
308;19
309;23
310;21
315;115
316;111
317;35
318;45
319;97
320;19
323;29
325;127
327;9
328;27
331;33
336;26
343;51
344;61
347;143
349;77
350;1
355;93
356;25
357;97
362;63
364;91
366;69
367;123
368;111
372;125
378;53
382;125
384;55
392;25
394;28
396;115
397;35
398;9
399;35
400;27
401;30
402;98
405;34
406;6
410;97
411;94
415;57
416;16
418;6
421;52
422;101
425;75
427;139
431;29
436;2
438;27
439;48
442;22
443;44
449;55
457;104
458;42
459;6
462;111
464;109
466;23
469;44
472;29
476;16
478;38
479;42
480;34
481;139
483;126
484;98
488;6
491;71
492;123
495;28
500;6
502;132
503;120
510;48
514;37
516;88
517;88
518;98
519;78
524;10
528;69
529;141
531;44
532;38
535;52
539;136
542;114
545;94
548;144
549;72
550;134
552;69
553;6
559;24
560;101
562;10
563;92
564;40
568;62
577;44
579;144
584;86
585;142
589;48
594;110
