"TIME";"FARE_ID"
1;121
2;5
3;21
4;133
7;119
8;101
10;93
11;141
13;119
20;111
21;123
23;65
24;15
25;123
26;63
28;109
33;29
37;127
38;45
39;71
44;133
48;55
52;29
54;121
56;39
59;33
63;105
64;47
67;125
69;69
73;47
76;97
80;141
82;85
83;27
85;113
86;5
87;89
88;89
95;101
106;33
110;21
112;55
115;11
116;115
117;35
121;95
125;93
126;75
128;75
133;21
135;119
138;61
146;5
148;35
149;75
151;75
152;87
153;135
154;119
155;123
157;75
159;21
161;13
162;1
163;69
165;13
171;131
174;21
175;11
177;21
179;141
183;45
184;1
186;51
188;43
194;89
198;115
203;141
205;93
210;21
213;113
214;95
216;97
217;85
219;67
220;133
222;91
223;33
224;89
226;33
232;39
235;77
236;87
239;27
241;37
244;63
248;95
249;71
255;69
256;47
258;5
259;23
260;7
264;35
270;27
271;9
274;119
275;77
277;31
278;19
281;109
282;77
284;101
285;39
287;141
291;117
292;75
295;125
296;75
297;27
298;121
299;75
300;5
304;67
305;77
308;111
310;127
311;5
316;77
317;61
319;85
321;101
328;5
330;111
331;21
334;101
339;87
340;9
342;39
343;105
350;37
352;77
356;35
358;101
360;25
361;87
366;51
372;61
377;93
380;39
381;133
382;139
384;67
385;94
386;22
389;144
392;9
394;27
398;10
402;53
406;61
415;112
417;93
418;16
421;76
422;22
425;14
426;88
429;41
432;101
434;60
437;101
438;126
441;125
442;90
446;63
447;112
448;25
450;47
451;61
453;101
454;94
459;97
460;62
461;109
462;136
463;68
464;86
466;48
468;34
475;87
481;36
482;85
483;60
487;112
488;29
490;144
492;62
494;23
501;9
504;110
510;122
519;112
523;28
524;102
534;6
538;92
539;119
541;40
545;126
547;60
554;88
556;112
560;98
564;122
567;24
571;114
577;10
578;22
579;12
580;118
586;76
588;112
589;34
590;22
591;28
594;102
