"TIME";"FARE_ID"
1;25
3;93
5;109
7;121
8;103
9;23
12;53
18;123
22;13
25;1
27;9
30;27
34;9
38;15
39;21
40;87
44;25
47;77
50;5
51;101
52;71
53;95
56;105
57;51
58;23
63;125
65;53
68;117
74;93
78;135
89;91
90;85
91;123
92;117
93;109
95;53
98;5
100;19
104;61
109;39
110;9
112;75
115;33
119;69
120;131
122;51
123;27
124;109
125;143
134;101
135;109
138;13
143;41
147;39
148;45
151;39
152;27
153;111
156;51
157;109
165;61
167;127
171;107
173;61
175;49
176;123
177;143
178;143
179;1
181;93
184;141
186;69
187;101
188;101
189;29
194;43
199;87
204;51
217;55
218;51
219;11
221;141
225;135
227;41
231;55
234;33
237;45
240;85
241;21
246;91
248;115
249;15
253;111
254;43
257;29
259;77
260;27
265;109
267;21
270;9
272;47
273;51
277;125
278;55
280;27
281;47
282;21
283;127
287;33
290;41
291;119
295;89
298;75
300;5
302;49
303;137
305;43
309;101
311;89
312;35
313;41
314;131
315;69
318;77
320;93
323;93
324;135
326;97
327;57
329;69
333;37
335;13
338;43
340;41
341;1
345;5
347;23
349;111
351;81
353;1
354;13
357;122
361;105
362;51
364;28
366;101
367;10
375;39
377;61
379;1
383;10
386;131
389;56
399;11
401;21
402;76
406;119
408;56
415;34
417;28
419;142
420;76
421;39
426;56
427;21
428;69
430;116
434;76
435;41
439;47
440;62
441;136
443;33
444;48
445;22
446;69
448;130
449;51
450;112
454;44
455;40
456;102
459;33
464;22
466;14
467;28
468;16
470;86
473;96
474;140
476;97
477;34
482;110
483;93
485;64
486;10
488;77
490;60
492;49
496;140
498;48
499;48
500;127
502;39
504;6
505;98
507;44
509;126
511;102
516;130
517;102
518;137
521;98
525;6
528;142
529;110
531;122
532;80
533;30
534;132
535;75
536;24
542;94
544;63
545;24
546;54
550;28
551;126
553;124
554;132
557;24
559;106
560;72
566;72
567;140
574;123
580;64
582;62
585;34
591;2
592;16
593;16
596;88
