"TIME";"FARE_ID"
1;29
6;53
14;61
15;29
17;99
18;123
19;109
22;5
23;33
24;75
26;41
29;21
35;95
36;111
37;61
41;9
42;11
44;61
46;89
49;1
50;127
53;69
59;1
60;27
63;93
66;61
68;109
71;93
74;75
77;97
78;33
80;27
81;27
84;137
86;27
87;27
96;125
103;91
107;43
110;15
112;5
114;1
118;101
126;143
127;143
134;69
136;131
141;1
144;129
147;75
152;9
157;77
158;39
159;131
161;61
162;29
163;51
167;23
168;29
172;133
173;139
174;69
181;77
185;29
194;77
197;1
199;123
200;101
201;91
202;15
207;37
209;119
213;13
219;95
222;55
223;87
225;125
226;15
227;1
228;97
233;67
236;29
237;5
238;75
242;41
246;25
253;55
255;101
256;5
260;93
262;37
265;117
267;77
269;5
270;3
271;89
272;71
275;61
277;69
280;109
282;55
284;55
288;57
290;75
291;15
292;93
293;49
295;11
301;97
303;5
311;53
312;45
315;75
317;33
319;93
320;13
321;55
325;123
330;87
331;21
334;87
336;45
339;43
343;141
344;122
348;143
349;119
350;47
353;10
354;39
363;113
364;41
369;75
371;139
374;39
375;96
377;85
382;39
384;33
389;44
391;27
394;101
397;46
400;137
404;55
406;53
407;21
414;101
415;27
418;45
421;27
428;61
431;52
434;110
437;130
441;9
443;133
444;94
450;34
455;9
456;44
457;105
458;120
460;16
465;38
467;24
469;122
470;126
472;140
473;120
475;122
481;44
484;110
486;41
488;112
489;48
491;118
492;21
493;98
496;115
498;122
502;26
504;21
506;34
507;144
512;111
513;38
514;55
518;124
525;136
526;26
530;28
531;118
533;14
535;10
537;72
545;27
547;110
549;60
552;86
553;6
554;16
555;82
559;46
562;22
563;89
564;12
565;88
569;10
571;2
572;122
573;140
575;14
577;128
578;140
582;75
583;28
586;54
591;124
593;122
598;92
599;68
600;128
