"TIME";"FARE_ID"
5;115
8;131
9;21
10;97
11;87
15;75
16;33
17;117
20;137
22;25
23;71
28;61
29;137
31;141
34;93
36;15
44;133
45;15
47;129
48;143
52;27
56;131
60;5
64;81
65;101
67;37
73;27
74;23
75;129
76;47
79;39
80;101
82;91
89;77
91;5
93;131
95;59
96;67
99;15
102;3
103;37
105;71
106;77
109;131
110;35
111;119
113;3
114;101
116;143
118;45
119;1
120;127
121;61
122;115
127;101
130;111
132;1
135;123
137;143
138;51
141;91
142;29
143;111
150;123
153;85
158;37
160;57
161;127
162;87
165;11
171;57
175;41
176;73
179;111
182;33
184;49
185;141
186;123
195;21
196;53
201;69
203;127
204;15
206;21
210;133
213;69
214;15
219;75
230;67
231;27
233;141
235;125
236;139
238;21
241;33
242;71
249;27
253;119
255;111
256;85
260;41
261;143
262;97
264;97
266;41
267;37
268;13
270;43
277;13
280;53
281;63
284;87
285;33
287;43
288;35
290;121
291;33
292;33
293;33
296;59
302;15
305;25
306;121
310;101
314;121
315;75
316;39
317;27
318;3
321;35
325;29
326;77
327;91
328;61
329;43
330;123
333;11
336;77
339;11
340;141
341;33
343;73
344;101
350;115
352;133
353;93
354;50
356;111
357;133
360;93
368;43
372;61
374;131
377;1
379;86
385;63
387;26
392;125
394;122
395;101
396;105
397;75
403;62
404;105
405;9
406;111
407;10
415;112
416;22
417;87
418;16
419;102
421;28
423;121
425;123
427;47
429;125
434;143
436;27
440;93
441;139
444;90
447;76
448;89
455;134
457;39
458;15
459;124
462;27
464;105
466;38
472;80
476;20
477;34
478;94
481;26
482;126
484;15
486;124
487;41
488;52
489;112
490;106
494;46
495;87
496;30
498;53
506;90
511;30
512;54
514;96
515;30
519;2
521;14
522;44
526;95
530;126
532;34
534;124
539;76
540;36
543;28
544;88
547;128
549;40
550;46
554;2
555;128
557;68
561;72
563;10
564;94
565;138
570;48
573;124
577;112
578;80
584;30
585;30
587;90
588;112
589;142
591;128
594;64
595;16
598;88
