"TIME";"FARE_ID"
3;15
5;91
7;135
12;47
13;77
16;101
17;75
19;27
20;141
21;15
22;89
24;35
25;125
26;85
27;37
31;95
37;47
38;91
40;63
41;21
42;33
43;77
50;15
51;29
65;141
66;43
67;69
70;117
71;123
72;33
73;15
77;21
79;123
82;135
89;57
90;9
91;123
93;21
96;101
97;25
100;75
101;101
104;97
105;33
108;87
111;105
112;15
113;39
115;85
117;55
120;123
124;5
127;133
130;39
132;39
134;95
138;75
142;23
144;87
147;97
151;105
152;41
155;125
157;101
158;89
164;95
168;69
175;69
178;1
179;77
183;133
184;55
185;13
186;51
196;121
200;101
203;115
207;3
211;95
215;71
216;137
218;109
219;141
220;33
221;85
222;35
224;27
225;111
227;89
228;129
232;125
234;71
237;21
240;1
242;69
244;19
245;33
246;111
250;123
253;47
256;53
258;3
259;121
260;123
266;109
267;95
269;63
271;111
272;139
273;61
276;51
277;141
281;69
283;61
285;51
287;47
291;85
293;111
297;27
302;101
304;39
309;9
314;25
315;55
317;41
318;121
319;131
322;121
325;45
326;71
329;133
330;131
337;93
339;61
340;111
341;121
342;91
344;95
347;27
349;109
350;24
352;57
354;97
358;97
362;109
363;29
367;139
370;15
372;91
375;55
377;69
382;71
387;33
389;11
391;143
393;111
400;61
401;6
410;72
417;89
420;113
423;97
424;102
426;125
429;97
430;98
431;2
434;26
437;77
438;54
439;62
440;142
441;2
445;137
446;102
447;16
448;9
449;34
456;38
458;37
462;46
463;131
466;112
467;6
470;43
472;2
475;131
476;143
477;28
478;93
479;53
481;116
483;88
484;116
488;93
489;124
492;90
493;111
495;123
497;102
499;125
500;58
502;33
503;62
504;122
506;9
507;44
509;12
510;53
513;118
514;16
516;44
517;144
518;48
522;140
525;86
529;60
531;94
537;72
538;62
541;90
542;134
543;106
545;116
547;38
552;36
554;110
558;128
559;126
561;14
562;76
563;112
565;56
567;22
570;126
572;125
573;106
574;94
576;40
578;50
582;16
583;48
585;124
587;30
590;40
591;70
594;76
595;111
597;72
598;80
599;124
